客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00004540,廖伟,男,1995-08-04,30,青壮,离异,二人世界,0,0,高中及以下,2,服务业,40278.72,<5万,云南,三线,西南,活动获客,2023-09-18,1,871.68,大众,中风险,7,活跃,60.83,0.7578,0.7712,0,1
CUST00004541,邵然辉,男,1951-12-12,74,老年,丧偶,独居老人,1,0,高中及以下,0,退休,57396.72,5-10万,四川,新一线,西南,转介绍,2025-06-22,1,643.68,大众,中风险,6,活跃,78.4,0.7464,0.7738,0,0
CUST00004542,龚博,男,1958-03-02,68,老年,已婚,空巢,1,0,大专,1,金融从业,32360.56,<5万,山西,二线,华北,自然流量,2019-03-02,2,5572.3099999999995,核心,中风险,7,活跃,74.55,0.6667,0.8257,0,0
CUST00004543,吴欢萍,女,1975-08-31,50,中年,丧偶,二人世界,1,1,高中及以下,1,教师,23126.51,<5万,四川,二线,西南,活动获客,2024-06-20,2,1349.04,大众,中低风险,9,一般,35.84,0.5701,0.7276,0,2
CUST00004544,陆莉,女,1983-07-21,42,中青,已婚,三代同堂,3,1,高中及以下,0,退休,13113.28,<5万,西藏,二线,西南,代理人拓展,2019-09-06,1,3051.11,大众,低风险,4,沉睡,28.34,0.3694,0.8422,0,1
CUST00004545,蔡宁辰,男,1989-02-28,37,中青,已婚,二人世界,0,1,大专,1,医生,27993.76,<5万,广西,二线,华南,活动获客,2025-09-03,2,6140.299999999999,核心,低风险,5,一般,42.68,0.7136,0.8563,0,0
CUST00004546,邱飞,男,1990-11-13,35,青壮,已婚,单身,0,0,本科,1,医生,425591.19,20-50万,甘肃,一线,西北,自然流量,2024-01-14,1,430.39,核心,中低风险,4,活跃,58.31,0.6621,0.8242,0,0
CUST00004547,郝慧,女,1972-08-18,53,中年,已婚,二人世界,1,0,高中及以下,2,自由职业,26826.25,<5万,四川,新一线,西南,广告投放,2020-05-21,1,765.01,低价值,中低风险,3,沉睡,26.81,0.5576,0.6622,0,2
CUST00004548,方磊,男,1969-04-13,57,中老,离异,二人世界,0,1,本科,2,个体经营,46743.08,<5万,辽宁,一线,东北,广告投放,2025-09-25,3,5872.35,核心,高风险,6,活跃,64.68,0.8123,0.837,0,1
CUST00004549,夏雅丹,女,1989-05-29,37,中青,已婚,二人世界,0,1,本科,3,工人,74903.02,5-10万,山西,二线,华北,活动获客,2024-04-23,2,3866.82,核心,中高风险,6,活跃,73.31,0.7596,0.8399,0,0
CUST00004550,黄波云,男,1994-09-05,31,青壮,已婚,三口之家,1,0,本科,2,服务业,27711.35,<5万,云南,四线及以下,西南,活动获客,2023-06-23,1,2566.1,大众,中风险,5,沉睡,12.88,0.3339,0.8283,0,0
CUST00004551,丁剑,男,1953-09-11,72,老年,离异,二人世界,2,0,硕士,0,退休,140974.81,10-20万,江西,一线,华东,广告投放,2023-03-09,2,1730.37,核心,中低风险,7,沉睡,28.34,0.6268,0.8752,0,1
CUST00004552,薛红,女,1987-04-07,39,中青,离异,二人世界,0,0,高中及以下,1,公务员,48163.63,<5万,河北,四线及以下,华北,自然流量,2025-12-12,3,6173.21,核心,中低风险,0,流失,9.09,0.4637,0.8469,0,4
CUST00004553,高杰逸,男,1981-10-30,44,中青,离异,二人世界,0,1,高中及以下,2,个体经营,36934.01,<5万,福建,三线,华东,代理人拓展,2019-09-27,0,0.0,低价值,中风险,7,沉睡,23.2,0.429,0.6715,1,0
CUST00004554,段宁,女,2000-09-10,25,青年,未婚,单身,0,0,硕士,1,企业职员,43381.79,<5万,陕西,三线,西北,活动获客,2024-11-08,0,0.0,低价值,中低风险,5,一般,49.03,0.5545,0.7337,0,0
CUST00004555,谭云伟,男,1991-06-17,34,青壮,已婚,二人世界,0,0,大专,2,个体经营,26467.5,<5万,上海,三线,华东,自然流量,2023-09-26,2,8903.94,核心,中风险,4,沉睡,27.23,0.4471,0.8358,0,1
CUST00004556,沈艳莉,女,2016-08-05,9,少儿,未婚,单身,0,0,本科,1,医生,29481.39,<5万,贵州,三线,西南,转介绍,2023-08-20,4,7340.62,核心,中低风险,7,一般,43.42,0.6533,0.8335,0,3
CUST00004557,孔雅,女,1985-03-15,41,中青,未婚,单身,0,0,本科,1,企业职员,198809.91,10-20万,江苏,一线,华东,代理人拓展,2024-01-01,1,4835.49,高净值,中低风险,1,流失,6.23,0.2758,0.7801,0,0
CUST00004558,夏佳,女,1990-11-05,35,青壮,已婚,二人世界,0,1,本科,2,农民,48257.02,<5万,海南,二线,华南,企业合作,2021-12-25,2,4512.84,核心,中低风险,11,沉睡,20.35,0.5561,0.8218,0,1
CUST00004559,曹晨,男,1981-09-11,44,中青,已婚,四口之家,2,1,硕士,2,农民,17918.39,<5万,内蒙古,三线,华北,转介绍,2019-05-02,1,1031.71,低价值,中风险,4,沉睡,12.9,0.5211,0.7495,0,0
CUST00004560,李洁瑶,女,1971-03-01,55,中年,已婚,二人世界,2,1,博士,1,教师,81035.97,5-10万,陕西,三线,西北,自然流量,2023-03-12,3,6991.32,高净值,低风险,5,沉睡,14.53,0.6725,0.8853,0,0
CUST00004561,余丹静,女,1981-04-06,45,中青,已婚,二人世界,0,0,本科,2,自由职业,10208.08,<5万,新疆,四线及以下,西北,自然流量,2025-03-23,2,5006.78,大众,中风险,6,一般,43.14,0.5221,0.8135,0,1
CUST00004562,夏景,男,1993-12-24,32,青壮,已婚,三口之家,1,1,高中及以下,0,学生,298320.13,20-50万,湖北,一线,华中,转介绍,2021-12-26,1,391.14,大众,低风险,5,一般,39.86,0.4455,0.8543,0,1
CUST00004563,萧彦,男,2001-09-11,24,青年,未婚,单身,0,0,硕士,3,工人,31978.61,<5万,广东,三线,华南,广告投放,2026-01-25,0,0.0,低价值,中风险,5,活跃,55.25,0.5582,0.814,0,0
CUST00004564,江萍,女,1993-11-21,32,青壮,未婚,三代同堂,1,0,高中及以下,1,教师,32076.18,<5万,辽宁,二线,东北,广告投放,2018-07-26,3,8408.29,核心,低风险,4,活跃,56.14,0.7109,0.8057,0,1
CUST00004565,任瑞,男,1986-10-26,39,中青,已婚,三口之家,1,0,高中及以下,0,退休,43041.34,<5万,吉林,二线,东北,活动获客,2022-06-13,1,3681.63,核心,低风险,7,活跃,59.87,0.6224,0.7505,0,1
CUST00004566,韩梦晓,女,1976-10-06,49,中年,已婚,三代同堂,0,0,硕士,2,服务业,73379.83,5-10万,辽宁,二线,东北,活动获客,2026-02-05,1,721.42,大众,中风险,6,沉睡,20.94,0.4154,0.8085,0,1
CUST00004567,姚敏婷,女,1988-06-20,37,中青,已婚,单身,0,0,高中及以下,1,IT技术,20526.63,<5万,甘肃,三线,西北,自然流量,2022-03-06,3,17359.32,核心,中低风险,7,活跃,57.78,0.7963,0.7586,0,2
CUST00004568,杨平文,男,1966-10-21,59,中老,已婚,二人世界,0,1,高中及以下,1,教师,24132.3,<5万,江苏,四线及以下,华东,自然流量,2022-01-22,3,2646.05,大众,中风险,7,沉睡,28.59,0.5818,0.8282,0,1
CUST00004569,沈欣,女,1995-04-13,31,青壮,未婚,三口之家,1,0,高中及以下,1,医生,104560.96,10-20万,内蒙古,二线,华北,转介绍,2018-09-16,2,2570.84,核心,中低风险,7,活跃,63.66,0.6936,0.826,0,1
CUST00004570,朱凤敏,女,1980-01-11,46,中年,未婚,三代同堂,4,0,本科,1,金融从业,71724.05,5-10万,广西,三线,华南,自然流量,2021-09-14,3,13043.220000000001,高净值,低风险,8,活跃,59.72,0.7686,0.8821,0,0
CUST00004571,熊博鹏,男,1996-03-31,30,青壮,已婚,三代同堂,4,0,大专,2,自由职业,143263.49,10-20万,湖南,二线,华中,自然流量,2019-03-30,1,1086.49,核心,中低风险,2,一般,30.79,0.4708,0.8426,0,0
CUST00004572,任芳丹,女,1990-08-31,35,青壮,已婚,三口之家,1,0,本科,2,服务业,51800.41,5-10万,江苏,一线,华东,活动获客,2020-03-09,1,1373.53,大众,中低风险,6,一般,50.48,0.5175,0.6533,1,0
CUST00004573,程哲,男,1988-06-05,37,中青,离异,四口之家,2,0,高中及以下,3,工人,80750.13,5-10万,内蒙古,一线,华北,企业合作,2019-01-10,1,2099.21,核心,中风险,7,一般,50.29,0.5012,0.864,0,0
CUST00004574,雷晨刚,男,1974-08-30,51,中年,已婚,二人世界,0,0,本科,2,农民,120145.51,10-20万,江西,一线,华东,活动获客,2024-11-16,3,6336.11,高净值,中低风险,6,沉睡,12.72,0.5484,0.8643,0,1
CUST00004575,武红芳,女,1988-03-05,38,中青,已婚,四口之家,2,1,本科,2,服务业,76554.94,5-10万,江西,二线,华东,企业合作,2018-03-16,2,3362.31,核心,中风险,5,沉睡,19.55,0.6166,0.8433,0,0
CUST00004576,吴宁博,男,1978-09-25,47,中年,未婚,二人世界,0,0,大专,1,公务员,133364.79,10-20万,江苏,二线,华东,活动获客,2018-08-30,3,4965.610000000001,高净值,中低风险,1,沉睡,19.93,0.5774,0.8436,0,0
CUST00004577,邵云,女,2003-05-23,23,青年,已婚,二人世界,0,0,大专,1,公务员,30523.55,<5万,海南,三线,华南,活动获客,2020-11-06,1,2621.73,大众,中低风险,6,一般,49.53,0.6134,0.7149,0,3
CUST00004578,邹昊,男,1971-02-28,55,中年,未婚,二人世界,1,1,高中及以下,1,IT技术,18932.72,<5万,河南,三线,华中,转介绍,2022-09-09,2,2376.77,大众,中低风险,4,沉睡,22.27,0.5666,0.8207,0,1
CUST00004579,钟洁,女,1999-02-10,27,青壮,未婚,单身,0,0,博士,2,个体经营,313238.58,20-50万,山西,一线,华北,代理人拓展,2018-05-03,1,2016.2,高净值,中风险,0,流失,8.7,0.3239,0.809,0,1
CUST00004580,李瑞,男,1996-12-12,29,青壮,已婚,三口之家,1,0,本科,3,工人,22418.06,<5万,北京,新一线,华北,自然流量,2023-06-26,3,3334.6800000000003,大众,中风险,8,一般,39.68,0.5527,0.8393,0,3
CUST00004581,许婷,女,1975-02-10,51,中年,已婚,二人世界,0,0,硕士,2,自由职业,98916.66,5-10万,天津,新一线,华北,自然流量,2023-11-29,0,0.0,低价值,中低风险,6,一般,49.87,0.6524,0.8067,0,0
CUST00004582,徐娟,女,1987-12-28,38,中青,已婚,二人世界,0,0,大专,0,退休,46329.89,<5万,甘肃,二线,西北,转介绍,2024-03-31,1,2602.44,大众,低风险,5,沉睡,18.87,0.4553,0.8034,0,0
CUST00004583,侯静娜,女,1997-05-28,29,青壮,已婚,二人世界,0,0,本科,2,个体经营,40868.43,<5万,甘肃,新一线,西北,代理人拓展,2026-04-04,3,5781.48,核心,中低风险,4,一般,53.74,0.733,0.7542,0,4
CUST00004584,施凤,女,1969-08-14,56,中老,已婚,二人世界,0,1,本科,1,企业职员,163130.47,10-20万,内蒙古,新一线,华北,代理人拓展,2019-05-12,4,4792.41,高净值,中高风险,13,一般,42.01,0.7119,0.9376,0,2
CUST00004585,黄艳萱,女,1970-01-15,56,中老,已婚,二人世界,0,0,本科,1,公务员,14232.52,<5万,吉林,四线及以下,东北,企业合作,2021-02-19,0,0.0,低价值,中低风险,8,一般,53.35,0.5735,0.763,0,0
CUST00004586,袁晓,女,1977-08-15,48,中年,已婚,三代同堂,0,0,硕士,1,医生,57163.97,5-10万,安徽,三线,华东,广告投放,2022-01-13,4,10408.75,高净值,中低风险,8,活跃,69.58,0.8879,0.8797,0,3
CUST00004587,卢燕敏,女,1984-05-13,42,中青,已婚,四口之家,2,0,大专,1,教师,81231.26,5-10万,新疆,新一线,西北,广告投放,2019-12-28,1,3192.72,核心,低风险,0,沉睡,11.55,0.4611,0.8562,0,1
CUST00004588,袁洁,女,1977-07-25,48,中年,已婚,三口之家,1,0,高中及以下,0,退休,92650.58,5-10万,上海,二线,华东,代理人拓展,2023-01-06,2,34943.439999999995,高净值,低风险,3,一般,41.66,0.5055,0.8842,0,1
CUST00004589,邓怡蕾,女,1962-10-24,63,中老,已婚,单身,0,1,本科,2,服务业,59433.33,5-10万,青海,二线,西北,活动获客,2022-12-27,4,14243.29,高净值,中高风险,6,沉睡,27.15,0.5429,0.9067,0,2
CUST00004590,熊芳娜,女,2003-03-07,23,青年,已婚,二人世界,0,0,本科,2,个体经营,80711.2,5-10万,江西,三线,华东,代理人拓展,2022-12-22,3,3133.33,核心,中风险,0,流失,3.63,0.4388,0.9027,0,3
CUST00004591,吴辰,男,1983-09-04,42,中青,已婚,单身,0,0,本科,2,农民,97774.27,5-10万,甘肃,二线,西北,转介绍,2018-04-02,2,4091.48,核心,中风险,22,高度活跃,81.81,0.7395,0.8136,0,0
CUST00004592,江梦,女,1995-09-02,30,青壮,离异,三口之家,1,1,高中及以下,2,服务业,50917.35,5-10万,河北,新一线,华北,转介绍,2023-05-24,4,3525.15,核心,中风险,7,沉睡,16.76,0.5917,0.8645,0,0
CUST00004593,尹兰,女,1947-09-22,78,老年,丧偶,空巢,2,0,大专,1,金融从业,16616.42,<5万,湖南,三线,华中,企业合作,2024-07-12,1,951.79,低价值,中高风险,3,一般,32.72,0.5082,0.7135,0,3
CUST00004594,汪志浩,男,1981-07-23,44,中青,未婚,三代同堂,3,0,大专,0,退休,18643.9,<5万,宁夏,二线,西北,自然流量,2019-05-28,2,4180.01,大众,低风险,7,沉睡,18.85,0.6739,0.7458,0,1
CUST00004595,龙楷,男,1980-06-22,45,中青,已婚,二人世界,0,0,大专,1,企业职员,71282.0,5-10万,山西,新一线,华北,代理人拓展,2019-08-26,2,2473.58,核心,低风险,5,沉睡,26.2,0.5196,0.8617,0,1
CUST00004596,康丽彤,女,1993-04-02,33,青壮,已婚,三口之家,1,0,本科,1,教师,40950.21,<5万,广东,二线,华南,广告投放,2019-03-04,3,7141.54,核心,中低风险,4,活跃,64.95,0.7049,0.8528,0,0
CUST00004597,施哲宇,男,1999-02-18,27,青壮,已婚,二人世界,0,0,本科,2,服务业,113946.32,10-20万,新疆,二线,西北,代理人拓展,2023-07-13,0,0.0,低价值,中低风险,8,一般,45.93,0.6368,0.8265,1,0
CUST00004598,黄勇,男,1998-05-17,28,青壮,已婚,三代同堂,3,1,高中及以下,0,退休,60552.98,5-10万,辽宁,二线,东北,转介绍,2021-12-27,1,1884.94,大众,低风险,6,活跃,66.73,0.688,0.71,0,2
CUST00004599,方瑞,男,1972-05-13,54,中年,已婚,单身,0,0,大专,2,服务业,58140.49,5-10万,河南,新一线,华中,活动获客,2018-01-07,1,1747.58,大众,中低风险,5,一般,40.77,0.4815,0.7019,0,2
CUST00004600,高宁博,男,1997-04-23,29,青壮,已婚,单身,0,1,高中及以下,1,企业职员,15974.92,<5万,天津,二线,华北,广告投放,2023-12-08,0,0.0,低价值,中低风险,6,沉睡,16.98,0.5158,0.7237,0,0
CUST00004601,夏月,女,1976-09-27,49,中年,已婚,三口之家,1,1,高中及以下,1,公务员,92454.87,5-10万,吉林,一线,东北,广告投放,2024-08-31,2,4939.75,高净值,中低风险,4,活跃,60.35,0.6178,0.8427,0,1
CUST00004602,谢欢蕾,女,1986-10-26,39,中青,已婚,三口之家,1,0,本科,2,自由职业,20552.96,<5万,上海,三线,华东,广告投放,2021-10-05,5,13723.15,核心,中低风险,28,高度活跃,82.32,0.8348,0.8195,0,1
CUST00004603,刘诗燕,女,1971-05-26,55,中年,离异,二人世界,1,1,硕士,2,自由职业,68658.8,5-10万,广东,新一线,华南,代理人拓展,2019-10-03,0,0.0,低价值,中低风险,8,活跃,56.31,0.5737,0.773,0,0
CUST00004604,高雨,女,1996-12-29,29,青壮,已婚,三代同堂,1,0,大专,1,医生,46151.13,<5万,青海,一线,西北,活动获客,2021-01-26,1,1256.83,大众,中低风险,8,活跃,68.13,0.7277,0.7681,0,1
CUST00004605,马洁,女,1994-04-22,32,青壮,已婚,二人世界,0,0,本科,2,服务业,38039.27,<5万,山西,三线,华北,转介绍,2020-12-02,5,6779.62,核心,中风险,3,沉睡,16.35,0.6556,0.8835,0,6
CUST00004606,廖华伟,男,1943-04-05,83,老年,丧偶,空巢,1,0,硕士,1,企业职员,142617.97,10-20万,海南,三线,华南,代理人拓展,2024-02-09,2,3601.66,高净值,中低风险,6,沉睡,23.83,0.5422,0.8797,0,1
CUST00004607,余凤,女,1982-05-15,44,中青,已婚,三口之家,1,1,本科,2,服务业,41764.27,<5万,重庆,三线,西南,转介绍,2025-07-07,2,4711.05,核心,中风险,7,沉睡,28.04,0.5005,0.7992,0,2
CUST00004608,蔡鹏翔,男,1976-11-25,49,中年,已婚,三口之家,1,0,高中及以下,1,企业职员,26342.04,<5万,天津,二线,华北,转介绍,2019-07-19,2,3975.29,大众,中低风险,0,流失,7.56,0.4124,0.7769,0,0
CUST00004609,康超,男,1957-05-12,69,老年,丧偶,空巢,2,1,硕士,1,企业职员,40130.78,<5万,河南,新一线,华中,自然流量,2022-08-24,2,4671.29,核心,中风险,3,沉睡,14.22,0.4253,0.7627,0,3
CUST00004610,廖莉莉,女,1990-08-21,35,青壮,已婚,单身,0,0,大专,1,企业职员,52433.1,5-10万,天津,三线,华北,企业合作,2019-03-22,2,8931.490000000002,高净值,中低风险,3,活跃,71.5,0.7433,0.7974,0,4
CUST00004611,朱玲,女,1954-07-07,71,老年,已婚,三代同堂,1,0,大专,1,金融从业,20630.44,<5万,贵州,三线,西南,转介绍,2023-04-15,0,0.0,低价值,中风险,4,活跃,61.35,0.6862,0.6982,0,0
CUST00004612,罗宇铭,男,1982-07-28,43,中青,已婚,四口之家,2,0,高中及以下,1,公务员,50706.07,5-10万,新疆,新一线,西北,转介绍,2018-07-19,2,2436.61,大众,低风险,8,活跃,58.86,0.6363,0.774,0,2
CUST00004613,何佳慧,女,1970-08-12,55,中年,已婚,二人世界,1,0,大专,2,自由职业,19858.37,<5万,江苏,四线及以下,华东,代理人拓展,2026-03-15,2,2128.37,大众,中风险,3,活跃,68.27,0.7474,0.6745,0,0
CUST00004614,杨远,男,1995-09-01,30,青壮,已婚,三代同堂,3,1,高中及以下,1,金融从业,116271.71,10-20万,安徽,一线,华东,企业合作,2019-05-28,1,336.27,大众,低风险,8,沉睡,26.84,0.5679,0.7428,0,0
CUST00004615,蒋斌晨,男,1990-07-06,35,青壮,未婚,四口之家,2,0,高中及以下,0,学生,16090.14,<5万,内蒙古,四线及以下,华北,自然流量,2020-09-16,2,3533.54,大众,低风险,6,沉睡,11.57,0.5089,0.8108,0,3
CUST00004616,贾晨,男,1986-07-16,39,中青,未婚,二人世界,0,1,大专,1,医生,24418.23,<5万,广东,四线及以下,华南,活动获客,2024-03-10,1,806.04,低价值,中低风险,8,沉睡,10.21,0.4114,0.7471,0,0
CUST00004617,谭斌,男,2026-03-07,0,少儿,未婚,单身,0,0,本科,2,个体经营,58885.38,5-10万,北京,三线,华北,代理人拓展,2021-11-02,1,433.57,大众,中风险,3,一般,38.2,0.5431,0.8024,0,0
CUST00004618,贺霞,女,1987-10-27,38,中青,已婚,三口之家,1,0,硕士,1,IT技术,196256.17,10-20万,新疆,四线及以下,西北,自然流量,2022-12-18,3,8532.119999999999,高净值,中低风险,12,活跃,57.99,0.7021,0.8883,0,1
CUST00004619,魏博轩,男,1991-02-11,35,青壮,离异,二人世界,0,0,大专,2,农民,66351.32,5-10万,河北,三线,华北,企业合作,2019-06-30,3,7849.62,高净值,中风险,6,一般,38.76,0.6491,0.8341,1,0
CUST00004620,曹婷,女,1969-08-07,56,中老,已婚,三口之家,0,1,本科,1,IT技术,73155.31,5-10万,贵州,新一线,西南,广告投放,2024-12-08,3,14230.539999999999,高净值,中风险,14,沉睡,21.04,0.5307,0.9142,0,0
CUST00004621,卢轩,男,1994-05-29,32,青壮,已婚,三代同堂,2,0,本科,1,医生,60008.33,5-10万,福建,二线,华东,活动获客,2023-07-03,4,9643.37,高净值,中低风险,9,沉睡,28.99,0.547,0.9044,1,5
CUST00004622,吴欣艳,女,1971-01-07,55,中年,已婚,二人世界,1,1,本科,1,IT技术,74636.51,5-10万,陕西,一线,西北,广告投放,2022-12-11,1,2233.46,核心,中低风险,6,一般,37.23,0.5643,0.8448,0,1
CUST00004623,邵欣,女,1961-01-23,65,中老,离异,三代同堂,0,0,高中及以下,0,学生,18475.07,<5万,天津,二线,华北,活动获客,2024-01-25,3,2626.31,大众,中低风险,8,沉睡,27.24,0.5913,0.7136,0,1
CUST00004624,曹怡兰,女,1971-08-01,54,中年,已婚,三代同堂,0,1,本科,1,公务员,28464.12,<5万,海南,三线,华南,自然流量,2020-06-08,0,0.0,低价值,中低风险,4,沉睡,11.05,0.4677,0.821,0,0
CUST00004625,王辉刚,男,1979-02-18,47,中年,已婚,二人世界,0,1,硕士,0,学生,52310.94,5-10万,河北,二线,华北,活动获客,2020-07-19,1,2835.72,核心,低风险,10,一般,41.42,0.524,0.7864,0,0
CUST00004626,高燕梅,女,1966-07-17,59,中老,已婚,单身,0,1,本科,1,医生,94594.81,5-10万,云南,二线,西南,自然流量,2020-04-07,0,0.0,低价值,中风险,10,沉睡,25.04,0.4805,0.7875,0,0
CUST00004627,程晓芳,女,1992-12-03,33,青壮,已婚,二人世界,0,0,大专,1,企业职员,16830.87,<5万,上海,三线,华东,广告投放,2023-12-25,2,4411.42,大众,中低风险,9,沉睡,27.41,0.5297,0.8036,0,0
CUST00004628,龚刚,男,1984-09-27,41,中青,已婚,三口之家,1,0,大专,2,农民,64704.19,5-10万,四川,四线及以下,西南,自然流量,2023-12-03,2,5794.45,核心,中风险,6,沉睡,26.64,0.5961,0.8765,0,2
CUST00004629,廖明磊,男,1957-11-29,68,老年,未婚,单身,2,0,本科,1,企业职员,182447.75,10-20万,广东,一线,华南,企业合作,2021-06-29,1,6090.36,高净值,中风险,8,沉睡,26.15,0.4315,0.8616,0,0
CUST00004630,张晨宇,男,1959-01-05,67,老年,离异,空巢,0,0,大专,3,工人,51628.66,5-10万,上海,二线,华东,转介绍,2022-02-25,1,1481.04,大众,高风险,5,活跃,58.38,0.6605,0.8101,0,0
CUST00004631,陆博,男,1978-02-15,48,中年,已婚,三代同堂,3,0,高中及以下,1,IT技术,46712.25,<5万,上海,新一线,华东,广告投放,2021-08-05,1,1790.56,大众,低风险,23,高度活跃,82.99,0.8079,0.7571,0,0
CUST00004632,田剑逸,男,1962-02-27,64,中老,已婚,二人世界,1,0,大专,2,自由职业,24117.89,<5万,湖南,三线,华中,转介绍,2020-12-08,1,1531.08,大众,高风险,6,活跃,55.34,0.678,0.6673,0,4
CUST00004633,邵博,男,1996-10-10,29,青壮,已婚,二人世界,0,1,本科,0,学生,130202.44,10-20万,江苏,一线,华东,活动获客,2019-05-31,0,0.0,低价值,低风险,10,一般,53.72,0.4692,0.8086,0,0
CUST00004634,牛博波,男,1986-02-05,40,中青,未婚,四口之家,2,0,本科,1,教师,89768.53,5-10万,辽宁,三线,东北,广告投放,2023-03-30,0,0.0,低价值,低风险,6,一般,34.64,0.6965,0.8709,0,0
CUST00004635,黄彤彤,女,1978-07-26,47,中年,未婚,四口之家,2,0,高中及以下,0,退休,28547.63,<5万,陕西,新一线,西北,企业合作,2019-11-19,3,5251.76,核心,低风险,6,活跃,77.31,0.7321,0.8014,0,3
CUST00004636,尹毅,男,2018-04-08,8,少儿,未婚,单身,0,0,硕士,0,学生,39912.9,<5万,江西,新一线,华东,自然流量,2020-10-16,1,1908.04,大众,低风险,7,沉睡,20.79,0.5172,0.7902,0,1
CUST00004637,崔健峰,男,1984-03-17,42,中青,已婚,三口之家,1,1,大专,2,个体经营,41630.43,<5万,广东,四线及以下,华南,自然流量,2021-07-19,1,2203.23,大众,中低风险,5,沉睡,19.24,0.5148,0.6617,0,1
CUST00004638,陈燕萍,女,1968-05-21,58,中老,已婚,空巢,0,0,本科,0,学生,135244.95,10-20万,河南,一线,华中,广告投放,2020-11-15,2,6108.48,高净值,中低风险,7,活跃,75.66,0.7587,0.8569,0,2
CUST00004639,蔡彦辰,男,1981-07-25,44,中青,已婚,三口之家,1,0,本科,1,教师,27333.3,<5万,甘肃,二线,西北,代理人拓展,2020-12-29,1,4724.73,大众,低风险,3,活跃,57.45,0.7165,0.7943,0,0
CUST00004640,雷皓,男,1972-01-08,54,中年,离异,二人世界,0,1,本科,1,医生,64499.5,5-10万,广东,一线,华南,自然流量,2024-05-29,3,17782.21,高净值,低风险,4,活跃,71.71,0.7978,0.8209,0,6
CUST00004641,卢辉剑,男,1970-05-26,56,中老,离异,三口之家,1,1,硕士,0,退休,49221.81,<5万,广东,二线,华南,自然流量,2021-06-11,2,3850.83,核心,中低风险,8,一般,42.1,0.5604,0.7865,2,1
CUST00004642,姜健辰,男,2001-05-15,25,青年,未婚,单身,0,0,大专,1,教师,30647.56,<5万,云南,二线,西南,自然流量,2024-03-28,0,0.0,低价值,低风险,5,沉睡,18.91,0.521,0.7735,0,0
CUST00004643,龙哲强,男,1969-07-08,56,中老,已婚,二人世界,1,0,本科,1,金融从业,47735.09,<5万,浙江,二线,华东,活动获客,2026-03-05,1,1116.93,大众,中风险,5,沉睡,28.1,0.3992,0.7645,0,1
CUST00004644,周华超,男,2011-07-12,14,少儿,未婚,单身,0,0,高中及以下,0,退休,38752.69,<5万,重庆,新一线,西南,转介绍,2022-05-29,5,6921.74,核心,低风险,6,沉睡,13.63,0.5156,0.8847,0,2
CUST00004645,罗明哲,男,1972-02-27,54,中年,离异,二人世界,0,0,本科,0,学生,37965.93,<5万,山东,二线,华东,企业合作,2021-02-18,0,0.0,低价值,低风险,9,活跃,62.86,0.6196,0.8023,0,0
CUST00004646,何雅蕾,女,1975-10-13,50,中年,丧偶,二人世界,0,1,本科,0,学生,24651.93,<5万,海南,三线,华南,自然流量,2019-06-02,4,10823.99,核心,低风险,4,一般,36.54,0.6414,0.7858,0,2
CUST00004647,蔡静,女,1981-03-05,45,中青,已婚,三代同堂,0,0,本科,1,医生,35709.64,<5万,甘肃,三线,西北,自然流量,2019-12-07,4,13917.63,高净值,中低风险,6,一般,54.25,0.6837,0.815,0,2
CUST00004648,熊林鹏,男,1982-08-01,43,中青,已婚,四口之家,2,1,高中及以下,2,个体经营,40398.92,<5万,天津,二线,华北,转介绍,2024-08-21,4,7380.179999999999,核心,中低风险,6,活跃,58.74,0.7039,0.9024,0,0
CUST00004649,魏瀚毅,男,1992-09-14,33,青壮,已婚,三口之家,1,0,硕士,0,学生,50381.66,5-10万,贵州,三线,西南,广告投放,2023-04-19,4,4910.26,核心,低风险,4,一般,47.39,0.7031,0.8443,0,3
CUST00004650,丁波,男,1977-12-26,48,中年,未婚,二人世界,0,0,高中及以下,1,金融从业,105093.48,10-20万,安徽,新一线,华东,活动获客,2024-10-20,1,847.04,大众,中低风险,6,沉睡,19.15,0.4481,0.848,0,0
CUST00004651,董娟,女,1962-07-07,63,中老,已婚,二人世界,1,0,高中及以下,1,医生,66649.31,5-10万,北京,新一线,华北,自然流量,2025-12-10,3,11149.08,高净值,中风险,4,一般,31.28,0.678,0.8629,0,3
CUST00004652,钟梅,女,1969-03-18,57,中老,已婚,单身,2,0,本科,0,退休,25559.7,<5万,福建,新一线,华东,代理人拓展,2022-10-12,3,8506.85,核心,中低风险,0,流失,7.2,0.3005,0.9006,0,4
CUST00004653,邵超泽,男,1997-06-03,28,青壮,已婚,三代同堂,3,0,大专,1,IT技术,95459.25,5-10万,甘肃,新一线,西北,转介绍,2022-07-27,1,1040.53,大众,低风险,0,流失,9.47,0.2991,0.7981,0,0
CUST00004654,秦飞思,男,1985-02-18,41,中青,已婚,三口之家,1,0,本科,1,医生,118924.61,10-20万,西藏,新一线,西南,活动获客,2020-08-27,2,4727.92,高净值,低风险,6,一般,34.89,0.641,0.9018,0,1
